nom;iso;lits
Institut Carlos Hackworth;UKR;399
Centre Médical William Kastelic;ARE;4531
Centre Hospitalier Universitaire Gary Melton;ARE;6296
Clinique Erica Roat;ARE;957
Institut de Santé Ivy Layng;ARE;314
Hôpital Deborah Bailey;GBR;6052
Centre Nellie Sanderson;GBR;2473
Centre de Recherche Myrtle Wright;GBR;5388
Centre Dennis Russell;GBR;3667
Centre Leona Loken;GBR;6482
Institut de Santé Donna Orlowski;GBR;4366
Institut Barbara Bailey;GBR;4091
Centre Wesley Hendrikse;GBR;2818
Centre de Recherche Francisco Baughn;GBR;7783
Centre de Recherche Katherine Phelps;GBR;7859
Institut de Santé Gayle Hagy;GBR;2604
Centre Médical John Clukey;GBR;1723
Institut Leticia Chacon;GBR;8672
Centre Hospitalier Universitaire Lucy Nelson;GBR;1517
Clinique Joanne Neighbor;GBR;7991
Centre de Recherche Julio Johnson;GBR;9560
Centre Holly Maurer;GBR;9504
Hôpital Joseph Shine;GBR;2650
Centre Maxie McKinney;GBR;8597
Hôpital Margaret Johnson;GBR;6689
Institut de Santé Gabriel Mostyn;GBR;7071
Centre Evelyn Isbell;GBR;8065
Centre Lester Wade;GBR;6412
Centre de Recherche Donald Givens;GBR;3631
Clinique Theodore Rosas;GBR;1710
Centre Hospitalier Jenni Palmer;GBR;8460
Centre Marilyn Roth;GBR;7158
Centre Hospitalier Universitaire Billy Killip;GBR;2915
Centre Michael Garcia;GBR;5828
Hôpital Sherry Walsh;GBR;4056
Clinique Ronald Salas;GBR;1066
Institut Theresa Green;GBR;5311
Hôpital Felix Stanley;GBR;410
Clinique Grace Shaffer;USA;2171
Centre de Recherche Jason Sankey;USA;8136
Institut Monica Watkins;USA;6390
Centre Hospitalier Micheal Austin;USA;1129
Centre William Pater;USA;3020
Centre James Chest;USA;3681
Centre de Recherche Bobby King;USA;6712
Centre Kristin Strickland;USA;5879
Hôpital Heather Darby;USA;3295
Centre de Recherche John Stephens;USA;8674
Centre Médical Tina Hale;USA;2951
Centre Hospitalier Universitaire Tamika Farrer;USA;8524
Clinique Tracy Carlock;USA;555
Centre Hospitalier Universitaire Franklin Barona;USA;7126
Hôpital Linda Marshall;USA;2452
Centre Hospitalier Robert Muhammad;USA;9740
Centre Hospitalier Katharine Spizzirri;USA;2360
Centre Jack Paul;USA;6487
Hôpital Edward Long;USA;1439
Centre Nora Polite;USA;3295
Clinique Toni Grubbs;USA;2328
Centre Hospitalier Universitaire George Foster;USA;3585
Centre Ashley Counsell;USA;8512
Centre Hospitalier Universitaire Charlene Lara;USA;8990
Centre Hospitalier Jean Smith;USA;1405
Centre de Recherche Royce Hall;USA;5425
Centre de Recherche Scotty Pulido;USA;1563
Centre Samuel Wood;USA;2686
Hôpital Ferdinand Groshek;USA;8077
Centre Troy Rud;USA;2418
Centre de Recherche Erin Perkins;USA;2232
Centre Hospitalier Universitaire Robert Lopez;USA;4146
Institut Micheal Fox;USA;9931
Centre Hospitalier Universitaire Miriam Rich;USA;8495
Clinique Robert Anderson;USA;6418
Centre de Recherche Crystal Munoz;USA;7551
Clinique Regina McGuirk;USA;5549
Centre de Recherche Israel Kihn;USA;4722
Clinique William Pecora;USA;6009
Institut Kathie Maples;USA;1536
Institut Robert Campbell;USA;3754
Institut Benjamin Monjaras;USA;3293
Centre Hospitalier Universitaire Alison Bernatz;USA;6438
Institut Maryann Santos;USA;2268
Clinique Eleonora Little;USA;6200
Centre Hospitalier James Thomas;USA;7239
Centre Médical Kevin Koons;USA;3666
Centre Médical Clarence Church;USA;1976
Institut de Santé Mittie Trauth;USA;9965
Centre Christina Rodriguez;USA;5817
Hôpital Donald Pineda;USA;6273
Centre Médical Mildred Laughter;USA;3620
Centre Frederick Reynolds;USA;1175
Centre Hospitalier Universitaire Vickie Conaway;USA;8303
Clinique Jessica Williams;USA;8954
Centre Emery Scott;USA;2047
Hôpital Lucille Hoffman;USA;8427
Institut Linwood Mitchell;USA;3973
Centre Sonia Cantrell;USA;4752
Clinique Christopher Le;USA;9842
Centre Hospitalier Universitaire Deon Cermak;USA;1369
Centre Herbert Dimarco;USA;3689
Centre Médical Holly Davis;USA;8687
Clinique Mary Wallace;USA;6583
Hôpital John Tucker;USA;2097
Institut Elizabeth Morson;USA;7187
Centre de Recherche Jack Vance;USA;1658
Centre Hospitalier Universitaire Clifford Silva;USA;7386
Institut Lester Hewett;USA;8702
Centre Hospitalier Universitaire Stephen Rhoden;USA;3279
Centre Médical Jessie Patterson;USA;8306
Hôpital Janice Medina;USA;8690
Centre de Recherche Jose Morse;USA;8074
Hôpital Courtney Lee;USA;3961
Centre Rebecca Stulc;USA;3547
Clinique Karen Gilreath;USA;9088
Centre de Recherche Melissa Chhim;USA;3149
Centre Hospitalier Rachel Guilfoy;USA;4097
Institut Mark Meehan;USA;7783
Centre Hospitalier Universitaire Dorothy Nuccio;USA;8679
Centre Lucille Brandon;USA;8228
Institut Emery Morgan;USA;2856
Centre Médical Nicole Hilton;USA;4786
Centre Joann Freiburg;USA;8752
Centre de Recherche Victor Kats;USA;6214
Institut William Gast;USA;1679
Centre de Recherche Edith Komatsu;USA;967
Centre Kevin Melgoza;USA;5829
Centre Médical Fred Mendez;USA;2752
Hôpital Earl Sylva;USA;6142
Clinique Patricia Johnson;USA;2753
Institut Thomas Lyles;USA;5744
Centre de Recherche Julie Mason;USA;556
Institut de Santé Dustin Hamilton;USA;5254
Centre Médical Jarrett Yoo;USA;3036
Institut de Santé Barbara Vandorp;USA;7996
Centre Sonya Updegraff;USA;5103
Centre de Recherche Thomasina Epstein;USA;3176
Hôpital Pamela Raider;USA;4018
Centre Hospitalier Kenneth Janssen;USA;7391
Hôpital David Copper;USA;5550
Centre de Recherche Peggy Feller;USA;1610
Hôpital Paul Caudle;USA;6739
Centre de Recherche Eugene Serrano;USA;1062
Institut Alma Robinson;USA;9522
Centre Hospitalier Universitaire Jennifer Merante;USA;3441
Centre Matthew Nazarian;USA;5525
Institut de Santé Brittany Berwanger;USA;3223
Centre Hospitalier Rebecca Keffer;USA;9261
Centre de Recherche Nichole Holt;USA;8176
Hôpital Meredith Hernandez;USA;8102
Centre Julie Hannah;USA;1622
Centre Hospitalier Patrick St. Denis;USA;3572
Clinique Bruce Otto;USA;9269
Centre Joyce Lawhun;USA;1868
Clinique Thomas Bradley;USA;2313
Hôpital Robert Maxwell;USA;8276
Centre Hospitalier Cathy Riedel;USA;3429
Centre Hospitalier Universitaire Rosa Kelley;USA;615
Centre de Recherche Walter Bertram;USA;4330
Centre de Recherche Carl Farquhar;USA;2135
Institut Myrna Robinson;USA;9707
Centre de Recherche Angie Willis;USA;7849
Centre de Recherche Chris Vanhoose;USA;9636
Centre Médical Geraldine Dubrow;USA;5041
Clinique Allen Haskett;USA;2232
Centre Hospitalier Universitaire Ben Garrett;USA;6359
Hôpital Georgiana Restrepo;USA;9680
Centre Elizabeth Garcia;USA;2049
Centre Joseph Murphy;USA;2498
Centre Hospitalier Universitaire Jason Miller;USA;9818
Institut Cassie Conrad;USA;9475
Institut de Santé Christopher Poitra;USA;7136
Centre Hospitalier Earlie Gandy;USA;7779
Centre Médical Michele Hall;USA;845
Centre Hospitalier Universitaire Raymond Bingham;USA;3299
Hôpital Benjamin Green;USA;6046
Centre Hospitalier Universitaire Jimmy Prochnow;USA;9389
Institut de Santé Glenda Foster;USA;5002
Centre de Recherche Colleen Cortina;USA;4757
Centre de Recherche Carolyn Palacios;USA;6312
Centre de Recherche Donnie Sanchez;USA;9642
Institut Reggie Whitehurst;USA;8684
Centre Médical Ida Benitez;USA;2049
Centre Cindy Bacon;USA;5012
Centre Hospitalier Universitaire Jeanette Delacruz;USA;8269
Centre de Recherche George Fikes;USA;4333
Centre Noelia Bodine;USA;9121
Centre Kayla Sniderman;USA;2570
Centre Ronald Harris;USA;1357
Centre de Recherche Constance Russo;USA;4226
Institut Frederick Riddle;USA;8911
Clinique Kenneth Bautista;USA;5354
Centre de Recherche Alex Boren;USA;4567
Clinique Billy Beauregard;USA;6052
Centre Hospitalier Richard Vance;USA;7725
Institut de Santé Claudette Logan;USA;8960
Hôpital Paul Farrer;USA;2529
Institut de Santé Karin Gilbert;USA;8992
Centre Hospitalier Universitaire Jackie Lee;USA;7522
Institut de Santé Katrina Ross;USA;6474
Clinique Beth Nguyen;USA;3925
Hôpital Earl Frisbie;USA;9280
Institut de Santé Ruth Ward;USA;7389
Centre de Recherche Lauryn Keenan;USA;697
Clinique Antonio Carter;USA;8405
Centre Hospitalier Lindsay Boland;USA;2887
Institut Geoffrey Stone;USA;9459
Centre Hospitalier Universitaire Catherine Marino;USA;884
Centre Hospitalier Ronald Hemingway;USA;7895
Centre Médical Mason Agudelo;USA;4218
Clinique Joanne Houston;USA;1435
Centre Hospitalier Universitaire Alma Paden;USA;619
Centre Hospitalier Universitaire Ronald Bundy;USA;194
Centre Hospitalier Carol Payton;URY;1204
Institut Patricia Herndon;URY;3491
Centre Hospitalier Felipe Callis;URY;3433
Centre Médical Julie Cardenas;URY;1297
Centre Hospitalier Christian Hosman;URY;379
Centre Hospitalier Cathy Anderson;UZB;5758
Hôpital Jacqueline Post;UZB;6410
Centre Hospitalier Robert Yates;UZB;6729
Institut Toni Ficarra;UZB;2463
Centre Hospitalier Universitaire Joshua Blair;UZB;1338
Clinique Janice Greathouse;UZB;5454
Centre Hospitalier Emily Garrick;UZB;5517
Institut de Santé David Preston;UZB;1924
Institut Jim Arambula;UZB;5864
Centre de Recherche Susan Bradford;UZB;1622
Hôpital John Lopez;UZB;4712
Centre Michael Box;UZB;5870
Clinique Jonathan Stidham;UZB;3303
Centre Jeffrey Arreola;UZB;1373
Clinique Amanda Crotty;UZB;8556
Institut de Santé Davina Conway;UZB;8824
Institut de Santé Ray Xu;UZB;8035
Centre Hospitalier Edward Rufus;UZB;2190
Centre Médical Rudy Henry;UZB;5543
Centre Daniel McKee;UZB;1304
Hôpital Kathy Gallaher;UZB;4245
Institut de Santé Betty Benic;UZB;2546
Centre Hospitalier James Zielke;UZB;6146
Centre Donn Whitehurst;UZB;4478
Centre Hospitalier Shannon Lindsay;UZB;1143
Centre Hospitalier Russell Fiori;UZB;7875
Institut Jessica Vorbeck;UZB;1246
Centre de Recherche Rosalie Elkins;UZB;8983
Centre de Recherche Carolee Hook;UZB;2352
Clinique Jacqueline Evans;UZB;1398
Institut Patricia Dougherty;UZB;554
Centre Hospitalier Luisa Rosenwinkel;UZB;431
Institut de Santé Carlos Currin;VEN;5858
Clinique Maria Morlock;VEN;8726
Centre Médical Eugene Stewart;VEN;6157
Hôpital Susan Preston;VEN;1286
Institut de Santé Harold Michaels;VEN;662
Centre William Newton;VEN;242
Centre Hospitalier Felicita Fix;VNM;658
Centre Hospitalier Francis Edwards;VNM;7513
Hôpital Jung Carmenatty;VNM;5009
Centre de Recherche Ralph Kimbel;VNM;1666
Centre de Recherche John Smith;VNM;5613
Centre Hospitalier Universitaire Derrick Misner;VNM;3352
Institut de Santé Dawn Woodard;VNM;9626
Centre Hospitalier Valentine Foley;VNM;8884
Centre de Recherche Heather Godby;VNM;2584
Institut Tena Nolan;VNM;8269
Centre Hospitalier Universitaire Judith Shatzer;VNM;5101
Institut Timothy Berry;VNM;4470
Hôpital William Fink;VNM;7844
Centre de Recherche Matthew Wallace;VNM;7031
Centre de Recherche Ricky Panda;VNM;848
Centre de Recherche Shelby Berg;VNM;6589
Hôpital Julie Smook;VNM;8019
Hôpital George Smith;VNM;6417
Centre Juanita Falor;VNM;8241
Centre Alexandra Felts;VNM;1438
Centre Hospitalier Universitaire Freddie Sletta;VNM;4918
Clinique Kendall Sweeney;VNM;2879
Centre Richard Sall;VNM;3650
Clinique Forrest Parnell;VNM;9327
Centre de Recherche Lee Pollard;VNM;9573
Centre Hospitalier Universitaire Betty Robinson;VNM;7912
Clinique Bradley Hudson;VNM;5781
Centre Médical Carmen Reidy;VNM;2989
Centre Médical Steven Janak;VNM;9874
Institut Adrian Kester;VNM;5987
Centre Hospitalier Betsy Irani;VNM;5222
Hôpital Keith Clarke;VNM;9058
Hôpital Ed Patel;VNM;6317
Centre Benjamin Padilla;VNM;1541
Centre Médical Sandra Ortega;VNM;1703
Hôpital Dennis Parrish;VNM;9864
Centre Rebecca Hopper;VNM;6590
Centre Daniel Swain;VNM;6278
Centre de Recherche Bernice Perla;VNM;7588
Hôpital Cheryl Ferris;VNM;5786
Centre Zenaida Mejias;VNM;3972
Centre Médical Timothy Bieber;VNM;1630
Centre Marilyn Pope;VNM;3745
Centre de Recherche Nancy Bridge;VNM;2608
Centre Mitchell Dillon;VNM;5971
Centre Médical Louise Leisten;VNM;515
Centre de Recherche Roger Burrow;VNM;634
Centre de Recherche Marjorie Sykes;VNM;1709
Institut de Santé Adela Bazan;VNM;468
Centre Leslie Miles;YEM;8640
Hôpital Ramon Garcia;YEM;2517
Institut de Santé Mildred McCarthy;YEM;5992
Centre Hospitalier Universitaire John Akins;YEM;3181
Centre Timothy Smith;YEM;540
Centre de Recherche Gerald Callicutt;YEM;322
Hôpital Mona Anderson;ZMB;6568
Centre Hospitalier Universitaire Andrew Zarate;ZMB;3771
Centre Malka Lopez;ZMB;7337
Centre Médical Marilyn Spivey;ZMB;9940
Hôpital John Money;ZMB;9151
Centre Sue Ruth;ZMB;407
Centre Hospitalier Universitaire Steven Mercado;ZWE;3947
Centre Ella Goldman;ZWE;2383
Hôpital Ana Tran;ZWE;1381
Institut de Santé Harry Suarez;ZWE;1548
Centre Médical Virginia Samuels;ZWE;7446
Institut de Santé Jason Cook;ZWE;5550
Centre Hospitalier Universitaire Brandi Fullmer;ZWE;1216
Centre de Recherche Dorothy McCombie;ZWE;526
Centre Hospitalier Universitaire Lyle Colvin;ZWE;706
Centre de Recherche Julia Dodd;ZWE;535
Institut Cindy Wade;ZWE;300
